type,name,code
Physical Currency,Malawian Kwacha (MWK),MWK
Physical Currency,Mexican Peso (MXN),MXN
Physical Currency,Malaysian Ringgit (MYR),MYR
Physical Currency,Mozambican Metical (MZN),MZN
Physical Currency,Namibian Dollar (NAD),NAD
Physical Currency,Nigerian Naira (NGN),NGN
Physical Currency,Norwegian Krone (NOK),NOK
Physical Currency,Nepalese Rupee (NPR),NPR
Physical Currency,New Zealand Dollar (NZD),NZD
Physical Currency,Omani Rial (OMR),OMR
Physical Currency,Panamanian Balboa (PAB),PAB
Physical Currency,Peruvian Nuevo Sol (PEN),PEN
Physical Currency,Papua New Guinean Kina (PGK),PGK
Physical Currency,Philippine Peso (PHP),PHP
Physical Currency,Pakistani Rupee (PKR),PKR
Physical Currency,Polish Zloty (PLN),PLN
Physical Currency,Paraguayan Guarani (PYG),PYG
Physical Currency,Qatari Rial (QAR),QAR
Physical Currency,Romanian Leu (RON),RON
Physical Currency,Serbian Dinar (RSD),RSD
Physical Currency,Russian Ruble (RUB),RUB
Physical Currency,Old Russian Ruble (RUR),RUR
Physical Currency,Rwandan Franc (RWF),RWF
Physical Currency,Saudi Riyal (SAR),SAR
Physical Currency,Solomon Islands Dollar (SBDf),SBDf
Physical Currency,Seychellois Rupee (SCR),SCR
Physical Currency,Sudanese Pound (SDG),SDG
Physical Currency,Swedish Krona (SEK),SEK
Physical Currency,Singapore Dollar (SGD),SGD
Physical Currency,Saint Helena Pound (SHP),SHP
Physical Currency,Sierra Leonean Leone (SLL),SLL
Physical Currency,Somali Shilling (SOS),SOS
Physical Currency,Surinamese Dollar (SRD),SRD
Physical Currency,Syrian Pound (SYP),SYP
Physical Currency,Swazi Lilangeni (SZL),SZL
Physical Currency,Thai Baht (THB),THB
Physical Currency,Tajikistani Somoni (TJS),TJS
Physical Currency,Turkmenistani Manat (TMT),TMT
Physical Currency,Tunisian Dinar (TND),TND
Physical Currency,Tongan Pa'anga (TOP),TOP
Physical Currency,Turkish Lira (TRY),TRY
Physical Currency,Trinidad and Tobago Dollar (TTD),TTD
Physical Currency,New Taiwan Dollar (TWD),TWD
Physical Currency,Tanzanian Shilling (TZS),TZS
Physical Currency,Ukrainian Hryvnia (UAH),UAH
Physical Currency,Ugandan Shilling (UGX),UGX
Physical Currency,United States Dollar (USD),USD
Physical Currency,Uruguayan Peso (UYU),UYU
Physical Currency,Uzbekistan Som (UZS),UZS
Physical Currency,Vietnamese Dong (VND),VND
Physical Currency,Vanuatu Vatu (VUV),VUV
Physical Currency,Samoan Tala (WST),WST
Physical Currency,CFA Franc BEAC (XAF),XAF
Physical Currency,Silver Ounce (XAG),XAG
Physical Currency,Gold Ounce (XAU),XAU
Physical Currency,East Caribbean Dollar (XCD),XCD
Physical Currency,Special Drawing Rights (XDR),XDR
Physical Currency,CFA Franc BCEAO (XOF),XOF
Physical Currency,CFP Franc (XPF),XPF
Physical Currency,Yemeni Rial (YER),YER
Physical Currency,South African Rand (ZAR),ZAR
Physical Currency,Zambian Kwacha (ZMW),ZMW
Physical Currency,Zimbabwean Dollar (ZWL),ZWL
AMEX Equity,"22nd Century Group, Inc (XXII)",XXII
AMEX Equity,Aberdeen Asia-Pacific Income Fund Inc (FAX),FAX
AMEX Equity,Aberdeen Australia Equity Fund Inc (IAF),IAF
AMEX Equity,"Aberdeen Emerging Markets Equity Income Fund, Inc. (AEF)",AEF
AMEX Equity,"Aberdeen Global Income Fund, Inc. (FCO)",FCO
AMEX Equity,Acme United Corporation. (ACU),ACU
AMEX Equity,"Actinium Pharmaceuticals, Inc. (ATNM)",ATNM
AMEX Equity,"Adams Resources & Energy, Inc. (AE)",AE
AMEX Equity,AeroCentury Corp. (ACY),ACY
AMEX Equity,"AgEagle Aerial Systems, Inc. (UAVS)",UAVS
AMEX Equity,"AgeX Therapeutics, Inc. (AGE)",AGE
AMEX Equity,Air Industries Group (AIRI),AIRI
AMEX Equity,Alexco Resource Corp (AXU),AXU
AMEX Equity,Alio Gold Inc. (ALO),ALO
AMEX Equity,"Almaden Minerals, Ltd. (AAU)",AAU
AMEX Equity,"Alpha Pro Tech, Ltd. (APT)",APT
AMEX Equity,Altisource Asset Management Corp (AAMC),AAMC
AMEX Equity,Ambow Education Holding Ltd. (AMBO),AMBO
AMEX Equity,AMCON Distributing Company (DIT),DIT
AMEX Equity,American Shared Hospital Services (AMS),AMS
AMEX Equity,Americas Silver Corporation (USAS),USAS
AMEX Equity,"Ampio Pharmaceuticals, Inc. (AMPE)",AMPE
AMEX Equity,Arconic Inc. (ARNC^),ARNC^
AMEX Equity,"Armata Pharmaceuticals, Inc. (ARMP)",ARMP
AMEX Equity,Asanko Gold Inc. (AKG),AKG
AMEX Equity,Ashford Inc. (AINC),AINC
AMEX Equity,Auryn Resources Inc. (AUG),AUG
AMEX Equity,Avalon Holdings Corporation (AWX),AWX
AMEX Equity,Avino Silver (ASM),ASM
AMEX Equity,B2Gold Corp (BTG),BTG
AMEX Equity,"Ballantyne Strong, Inc (BTN)",BTN
AMEX Equity,"Bancorp of New Jersey, Inc (BKJ)",BKJ
AMEX Equity,Bancroft Fund Limited (BCV),BCV
AMEX Equity,Bancroft Fund Limited (BCV^A),BCV^A
AMEX Equity,"Bar Harbor Bankshares, Inc. (BHB)",BHB
AMEX Equity,"Barnwell Industries, Inc. (BRN)",BRN
AMEX Equity,BG Staffing Inc (BGSF),BGSF
AMEX Equity,Bioceres Crop Solutions Corp. (BIOX),BIOX
AMEX Equity,Bioceres Crop Solutions Corp. (BIOX.WS),BIOX.WS
AMEX Equity,BioPharmX Corporation (BPMX),BPMX
AMEX Equity,"BioTime, Inc. (BTX)",BTX
AMEX Equity,Birks Group Inc. (BGI),BGI
AMEX Equity,BK Technologies Corporation (BKTI),BKTI
AMEX Equity,"Blonder Tongue Laboratories, Inc. (BDR)",BDR
AMEX Equity,"Bluerock Residential Growth REIT, Inc. (BRG)",BRG
AMEX Equity,"Bluerock Residential Growth REIT, Inc. (BRG^A)",BRG^A
AMEX Equity,"Bluerock Residential Growth REIT, Inc. (BRG^C)",BRG^C
AMEX Equity,"Bluerock Residential Growth REIT, Inc. (BRG^D)",BRG^D
AMEX Equity,BNY Mellon Municipal Income Inc. (DMF),DMF
AMEX Equity,"Bowl America, Inc. (BWL.A)",BWL.A
AMEX Equity,Caledonia Mining Corporation Plc (CMCL),CMCL
AMEX Equity,"Camber Energy, Inc. (CEI)",CEI
AMEX Equity,Can-Fite Biopharma Ltd (CANF),CANF
AMEX Equity,"Castle Brands, Inc. (ROX)",ROX
AMEX Equity,"cbdMD, Inc. (YCBD)",YCBD
AMEX Equity,Cel-Sci Corporation (CVM),CVM
AMEX Equity,Central Securities Corporation (CET),CET
AMEX Equity,Centrus Energy Corp. (LEU),LEU
AMEX Equity,Chardan Healthcare Acquisition Corp. (CHAC),CHAC
AMEX Equity,Chardan Healthcare Acquisition Corp. (CHAC.U),CHAC.U
AMEX Equity,Chardan Healthcare Acquisition Corp. (CHAC.WS),CHAC.WS
AMEX Equity,Chase Corporation (CCF),CCF
AMEX Equity,"Cheniere Energy Partners, LP (CQP)",CQP
AMEX Equity,"Cheniere Energy, Inc. (LNG)",LNG
AMEX Equity,Chicago Rivet & Machine Co. (CVR),CVR
AMEX Equity,"China Pharma Holdings, Inc. (CPHI)",CPHI
AMEX Equity,"CKX Lands, Inc. (CKX)",CKX
AMEX Equity,Clarivate Analytics Plc (CCC.WS),CCC.WS
AMEX Equity,Clough Global Dividend and Income Fund (GLV),GLV
AMEX Equity,Clough Global Equity Fund (GLQ),GLQ
AMEX Equity,Clough Global Opportunities Fund (GLO),GLO
AMEX Equity,Cohen & Company Inc. (COHN),COHN
AMEX Equity,CompX International Inc. (CIX),CIX
AMEX Equity,"Comstock Mining, Inc. (LODE)",LODE
AMEX Equity,"Condor Hospitality Trust, Inc. (CDOR)",CDOR
AMEX Equity,Consolidated-Tomoka Land Co. (CTO),CTO
AMEX Equity,Contango Oil & Gas Company (MCF),MCF
AMEX Equity,Continental Materials Corporation (CUO),CUO
AMEX Equity,Core Molding Technologies Inc (CMT),CMT
AMEX Equity,"Corindus Vascular Robotics, Inc. (CVRS)",CVRS
AMEX Equity,CorMedix Inc. (CRMD),CRMD
AMEX Equity,"Cornerstone Strategic Return Fund, Inc. (The) (CRF)",CRF
AMEX Equity,"Cornerstone Strategic Value Fund, Inc. (CLM)",CLM
AMEX Equity,"CPI Aerostructures, Inc. (CVU)",CVU
AMEX Equity,"Credit Suisse Asset Management Income Fund, Inc. (CIK)",CIK
AMEX Equity,Credit Suisse High Yield Bond Fund (DHY),DHY
AMEX Equity,CRH Medical Corporation (CRHM),CRHM
AMEX Equity,"CynergisTek, Inc. (CTEK)",CTEK
AMEX Equity,Daxor Corporation (DXR),DXR
AMEX Equity,"Delaware Investments Colorado Municipal Income Fund, Inc (VCF)",VCF
AMEX Equity,Delaware Investments Florida Insured Municipal Income Fund (VFL),VFL
AMEX Equity,"Delaware Investments Minnesota Municipal Income Fund II, Inc. (VMM)",VMM
AMEX Equity,"Delta Apparel, Inc. (DLA)",DLA
AMEX Equity,Denison Mine Corp (DNN),DNN
AMEX Equity,"DGSE Companies, Inc. (DGSE)",DGSE
AMEX Equity,"Document Security Systems, Inc. (DSS)",DSS
AMEX Equity,"DPW Holdings, Inc. (DPW)",DPW
AMEX Equity,Dunxin Financial Holdings Limited (DXF),DXF
AMEX Equity,"Eagle Capital Growth Fund, Inc. (GRF)",GRF
AMEX Equity,Eaton Vance California Municipal Bond Fund (EVM),EVM
AMEX Equity,Eaton Vance California Municipal Income Trust (CEV),CEV
AMEX Equity,Eaton Vance Limited Duration Income Fund (EVV),EVV
AMEX Equity,Eaton Vance Municipal Bond Fund (EIM),EIM
AMEX Equity,Eaton Vance New York Municipal Bond Fund (ENX),ENX
AMEX Equity,Eaton Vance New York Municipal Income Trust (EVY),EVY
AMEX Equity,"Electromed, Inc. (ELMD)",ELMD
AMEX Equity,Ellomay Capital Ltd. (ELLO),ELLO
AMEX Equity,Ellsworth Growth and Income Fund Ltd. (ECF),ECF
AMEX Equity,Ellsworth Growth and Income Fund Ltd. (ECF^A),ECF^A
AMEX Equity,eMagin Corporation (EMAN),EMAN
AMEX Equity,Emerson Radio Corporation (MSN),MSN
AMEX Equity,EMX Royalty Corporation (EMX),EMX
AMEX Equity,Energy Fuels Inc (UUUU),UUUU
AMEX Equity,Energy Fuels Inc (UUUU.WS),UUUU.WS
AMEX Equity,ENSERVCO Corporation (ENSV),ENSV
AMEX Equity,Entree Resources Ltd. (EGI),EGI
AMEX Equity,Espey Mfg. & Electronics Corp. (ESP),ESP
AMEX Equity,"Evans Bancorp, Inc. (EVBN)",EVBN
AMEX Equity,"EVI Industries, Inc. (EVI)",EVI
AMEX Equity,"Evolution Petroleum Corporation, Inc. (EPM)",EPM
AMEX Equity,First Trust Energy Income and Growth Fund (FEN),FEN
AMEX Equity,"Flanigan&#39;s Enterprises, Inc. (BDL)",BDL
AMEX Equity,Flexible Solutions International Inc. (FSI),FSI
AMEX Equity,Franklin Limited Duration Income Trust (FTF),FTF
AMEX Equity,Franklin Street Properties Corp. (FSP),FSP
AMEX Equity,Friedman Industries Inc. (FRD),FRD
AMEX Equity,"FTE Networks, Inc. (FTNW)",FTNW
AMEX Equity,"GAMCO Global Gold, Natural Reources & Income Trust  (GGN)",GGN
AMEX Equity,"GAMCO Global Gold, Natural Reources & Income Trust  (GGN^B)",GGN^B
AMEX Equity,GEE Group Inc. (JOB),JOB
AMEX Equity,"General Moly, Inc (GMO)",GMO
AMEX Equity,"GlobalSCAPE, Inc. (GSB)",GSB
AMEX Equity,"Globalstar, Inc. (GSAT)",GSAT
AMEX Equity,"Glowpoint, Inc. (GLOW)",GLOW
AMEX Equity,Gold Resource Corporation (GORO),GORO
AMEX Equity,Gold Standard Ventures Corporation (GSV),GSV
AMEX Equity,Golden Minerals Company (AUMN),AUMN
AMEX Equity,"Golden Star Resources, Ltd (GSS)",GSS
AMEX Equity,Goldfield Corporation (The) (GV),GV
AMEX Equity,Goodrich Petroleum Corporation (GDP),GDP
AMEX Equity,Gran Tierra Energy Inc. (GTE),GTE
AMEX Equity,Great Panther Mining Limited (GPL),GPL
AMEX Equity,"Grupo Simec, S.A. de C.V. (SIM)",SIM
AMEX Equity,"Hemispherx BioPharma, Inc. (HEB)",HEB
AMEX Equity,HEXO Corp. (HEXO),HEXO
AMEX Equity,Hillman Group Capital Trust (HLM^),HLM^
AMEX Equity,"HMG/Courtland Properties, Inc. (HMG)",HMG
AMEX Equity,Houston American Energy Corporation (HUSA),HUSA
AMEX Equity,"iBio, Inc. (IBIO)",IBIO
AMEX Equity,IBO (Listing Market - NYSE Amex Network B F) (IBO),IBO
AMEX Equity,IEC Electronics Corp. (IEC),IEC
AMEX Equity,"Impac Mortgage Holdings, Inc. (IMH)",IMH
AMEX Equity,Imperial Oil Limited (IMO),IMO
AMEX Equity,"Income Opportunity Realty Investors, Inc. (IOR)",IOR
AMEX Equity,India Globalization Capital Inc. (IGC),IGC
AMEX Equity,"InfuSystems Holdings, Inc. (INFU)",INFU
AMEX Equity,InnSuites Hospitality Trust (IHT),IHT
AMEX Equity,InspireMD Inc. (NSPR),NSPR
AMEX Equity,InspireMD Inc. (NSPR.WS),NSPR.WS
AMEX Equity,InspireMD Inc. (NSPR.WS.B),NSPR.WS.B
AMEX Equity,"Intellicheck, Inc. (IDN)",IDN
AMEX Equity,Intelligent Systems Corporation (INS),INS
AMEX Equity,International Tower Hill Mines Ltd (THM),THM
AMEX Equity,inTest Corporation (INTT),INTT
AMEX Equity,"Inuvo, Inc (INUV)",INUV
AMEX Equity,Invesco Advantage Municipal Income Trust II (VKI),VKI
AMEX Equity,"IsoRay, Inc. (ISR)",ISR
AMEX Equity,Issuer Direct Corporation (ISDR),ISDR
AMEX Equity,"IT Tech Packaging, Inc. (ITP)",ITP
AMEX Equity,Kelso Technologies Inc (KIQ),KIQ
AMEX Equity,Ladenburg Thalmann Financial Services Inc (LTS),LTS
AMEX Equity,Ladenburg Thalmann Financial Services Inc (LTS^A),LTS^A
AMEX Equity,Ladenburg Thalmann Financial Services Inc (LTSH),LTSH
AMEX Equity,Ladenburg Thalmann Financial Services Inc (LTSK),LTSK
AMEX Equity,Ladenburg Thalmann Financial Services Inc (LTSL),LTSL
AMEX Equity,Ladenburg Thalmann Financial Services Inc. (LTSF),LTSF
AMEX Equity,"LGL Group, Inc. (The) (LGL)",LGL
AMEX Equity,"Libbey, Inc. (LBY)",LBY
AMEX Equity,"Lilis Energy, Inc. (LLEX)",LLEX
AMEX Equity,MAG Silver Corporation (MAG),MAG
AMEX Equity,"Mastech Digital, Inc (MHH)",MHH
AMEX Equity,"Matinas Biopharma Holdings, Inc. (MTNB)",MTNB
AMEX Equity,Maverix Metals Inc. (MMX),MMX
AMEX Equity,McClatchy Company (The) (MNI),MNI
AMEX Equity,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate (IPB)",IPB
AMEX Equity,Mexco Energy Corporation (MXC),MXC
AMEX Equity,MFS California Insured Municipal Trust (CCA),CCA
AMEX Equity,"Micron Solutions, Inc. (MICR)",MICR
AMEX Equity,"Milestone Scientific, Inc. (MLSS)",MLSS
AMEX Equity,Myomo Inc. (MYO),MYO
AMEX Equity,"NanoViricides, Inc. (NNVC)",NNVC
AMEX Equity,NASDAQ TEST STOCK (ATEST),ATEST
AMEX Equity,NASDAQ TEST STOCK (ATEST.A),ATEST.A
AMEX Equity,NASDAQ TEST STOCK (ATEST.B),ATEST.B
AMEX Equity,NASDAQ TEST STOCK (ATEST.C),ATEST.C
AMEX Equity,National HealthCare Corporation (NHC),NHC
AMEX Equity,"Navidea Biopharmaceuticals, Inc. (NAVB)",NAVB
AMEX Equity,"Network-1 Technologies, Inc. (NTIP)",NTIP
AMEX Equity,Neuberger Berman California Municipal Fund Inc (NBW),NBW
AMEX Equity,Neuberger Berman High Yield Strategies Fund (NHS),NHS
AMEX Equity,Neuberger Berman MLP and Energy Income Fund Inc. (NML),NML
AMEX Equity,Neuberger Berman Municipal Fund Inc. (NBH),NBH
AMEX Equity,Neuberger Berman New York Municipal Fund Inc. (NBO),NBO
AMEX Equity,"Neuberger Berman Real Estate Securities Income Fund, Inc. (NRO)",NRO
AMEX Equity,"New Concept Energy, Inc (GBR)",GBR
AMEX Equity,New England Realty Associates Limited Partnership (NEN),NEN
AMEX Equity,New Gold Inc. (NGD),NGD
AMEX Equity,Nexgen Energy Ltd. (NXE),NXE
AMEX Equity,Nobilis Health Corp. (HLTH),HLTH
AMEX Equity,"Northern Dynasty Minerals, Ltd. (NAK)",NAK
AMEX Equity,"Northern Oil and Gas, Inc. (NOG)",NOG
AMEX Equity,"NovaBay Pharmaceuticals, Inc. (NBY)",NBY
AMEX Equity,Novagold Resources Inc. (NG),NG
AMEX Equity,NRC Group Holdings Corp. (NRCG),NRCG
AMEX Equity,NRC Group Holdings Corp. (NRCG.WS),NRCG.WS
AMEX Equity,"NTN Buzztime, Inc. (NTN)",NTN
AMEX Equity,"Nuverra Environmental Solutions, Inc. (NES)",NES
AMEX Equity,OncoCyte Corporation (OCX),OCX
AMEX Equity,Oragenics Inc. (OGEN),OGEN
AMEX Equity,Pacific Gas & Electric Co. (PCG^A),PCG^A
AMEX Equity,Pacific Gas & Electric Co. (PCG^B),PCG^B
AMEX Equity,Pacific Gas & Electric Co. (PCG^C),PCG^C
AMEX Equity,Pacific Gas & Electric Co. (PCG^D),PCG^D
AMEX Equity,Pacific Gas & Electric Co. (PCG^E),PCG^E
AMEX Equity,Pacific Gas & Electric Co. (PCG^G),PCG^G
AMEX Equity,Pacific Gas & Electric Co. (PCG^H),PCG^H
AMEX Equity,Pacific Gas & Electric Co. (PCG^I),PCG^I
AMEX Equity,"Palatin Technologies, Inc. (PTN)",PTN
AMEX Equity,Paramount Gold Nevada Corp. (PZG),PZG
AMEX Equity,Park National Corporation (PRK),PRK
AMEX Equity,Pedevco Corp. (PED),PED
AMEX Equity,Pfenex Inc. (PFNX),PFNX
AMEX Equity,Pioneer Diversified High Income Trust (HNW),HNW
AMEX Equity,Planet Green Holdings Corp (PLAG),PLAG
AMEX Equity,Platinum Group Metals Ltd. (PLG),PLG
AMEX Equity,"Plymouth Industrial REIT, Inc. (PLYM)",PLYM
AMEX Equity,"Plymouth Industrial REIT, Inc. (PLYM^A)",PLYM^A
AMEX Equity,Polymet Mining Corp. (PLM),PLM
AMEX Equity,Power REIT (PW),PW
AMEX Equity,Power REIT (PW^A),PW^A
AMEX Equity,"Protalix BioTherapeutics, Inc. (PLX)",PLX
AMEX Equity,"Radiant Logistics, Inc. (RLGT)",RLGT
AMEX Equity,"Rafael Holdings, Inc. (RFL)",RFL
AMEX Equity,Reaves Utility Income Fund (UTG),UTG
AMEX Equity,"Regional Health Properties, Inc. (RHE)",RHE
AMEX Equity,"Regional Health Properties, Inc. (RHE^A)",RHE^A
AMEX Equity,"RENN Fund, Inc. (RCG)",RCG
AMEX Equity,"Retractable Technologies, Inc. (RVP)",RVP
AMEX Equity,"Ring Energy, Inc. (REI)",REI
AMEX Equity,RMR Real Estate Income Fund (RIF),RIF
AMEX Equity,Sachem Capital Corp. (SACH),SACH
AMEX Equity,Sanchez Midstream Partners LP (SNMP),SNMP
AMEX Equity,Sandstorm Gold Ltd (SAND          ),SAND          
AMEX Equity,Seaboard Corporation (SEB),SEB
AMEX Equity,"Senseonics Holdings, Inc. (SENS)",SENS
AMEX Equity,"Servotronics, Inc. (SVT)",SVT
AMEX Equity,Sierra Metals Inc. (SMTS),SMTS
AMEX Equity,"SIFCO Industries, Inc. (SIF)",SIF
AMEX Equity,Silvercorp Metals Inc. (SVM),SVM
AMEX Equity,SilverCrest Metals Inc. (SILV),SILV
AMEX Equity,Solitario Zinc Corp. (XPL),XPL
AMEX Equity,Southern California Edison Company (SCE^B),SCE^B
AMEX Equity,Southern California Edison Company (SCE^C),SCE^C
AMEX Equity,Southern California Edison Company (SCE^D),SCE^D
AMEX Equity,Southern California Edison Company (SCE^E),SCE^E
AMEX Equity,Southwest Georgia Financial Corporation (SGB),SGB
AMEX Equity,"Spark Networks, Inc. (LOV)",LOV
AMEX Equity,SRC Energy Inc. (SRCI),SRCI
AMEX Equity,Standard Diversified Inc. (SDI),SDI
AMEX Equity,"SunLink Health Systems, Inc. (SSY)",SSY
AMEX Equity,"Superior Drilling Products, Inc. (SDPI)",SDPI
AMEX Equity,"Synthetic Biologics, Inc (SYN)",SYN
AMEX Equity,"Takung Art Co., Ltd. (TKAT)",TKAT
AMEX Equity,"Talos Energy, Inc. (TALO.WS)",TALO.WS
AMEX Equity,Tanzanian Gold Corporation (TRX),TRX
AMEX Equity,Taseko Mines Limited (TGB),TGB
AMEX Equity,"Tengasco, Inc. (TGC)",TGC
AMEX Equity,The Gabelli Global Utility and Income Trust (GLU),GLU
AMEX Equity,The Gabelli Global Utility and Income Trust (GLU^A),GLU^A
AMEX Equity,The Gabelli Global Utility and Income Trust (GLU^B),GLU^B
AMEX Equity,The Gabelli Go Anywhere Trust (GGO),GGO
AMEX Equity,The Gabelli Go Anywhere Trust (GGO^A),GGO^A
AMEX Equity,Tidewater Inc. (TDW.WS),TDW.WS
AMEX Equity,Tompkins Financial Corporation (TMP),TMP
AMEX Equity,Transatlantic Petroleum Ltd (TAT),TAT
AMEX Equity,"TransEnterix, Inc. (TRXC)",TRXC
AMEX Equity,Trilogy Metals Inc. (TMQ),TMQ
AMEX Equity,Trinity Place Holdings Inc. (TPHS),TPHS
AMEX Equity,Trio-Tech International (TRT),TRT
AMEX Equity,"Unique Fabricating, Inc. (UFAB)",UFAB
AMEX Equity,United States Antimony Corporation (UAMY),UAMY
AMEX Equity,"Universal Security Instruments, Inc. (UUU)",UUU
AMEX Equity,UQM Technologies Inc. (UQM),UQM
AMEX Equity,Ur Energy Inc (URG),URG
AMEX Equity,Uranium Energy Corp. (UEC),UEC
AMEX Equity,VirnetX Holding Corp (VHC),VHC
AMEX Equity,Vista Gold Corporation (VGZ),VGZ
AMEX Equity,VolitionRX Limited (VNRX),VNRX
AMEX Equity,"Volt Information Sciences, Inc. (VISI)",VISI
AMEX Equity,Wells Fargo Income Opportunities Fund (EAD),EAD
AMEX Equity,Wells Fargo Multi-Sector Income Fund (ERC),ERC
AMEX Equity,Wells Fargo Utilities and High Income Fund (ERH),ERH
AMEX Equity,Western Copper and Gold Corporation (WRN),WRN
AMEX Equity,WidePoint Corporation (WYY),WYY
AMEX Equity,"Wireless Telecom Group,  Inc. (WTT)",WTT
AMEX Equity,"Xtant Medical Holdings, Inc. (XTNT)",XTNT
AMEX Equity,"Yuma Energy, Inc. (YUMA)",YUMA
AMEX Equity,"Zedge, Inc. (ZDGE)",ZDGE
AMEX Equity,Zomedica Pharmaceuticals Corp. (ZOM),ZOM
NASDAQ Equity,"111, Inc. (YI)",YI
NASDAQ Equity,"1347 Property Insurance Holdings, Inc. (PIH)",PIH
NASDAQ Equity,"1347 Property Insurance Holdings, Inc. (PIHPP)",PIHPP
NASDAQ Equity,180 Degree Capital Corp. (TURN),TURN
NASDAQ Equity,"1-800 FLOWERS.COM, Inc. (FLWS)",FLWS
NASDAQ Equity,"1895 Bancorp of Wisconsin, Inc. (BCOW)",BCOW
NASDAQ Equity,1st Constitution Bancorp (NJ) (FCCY),FCCY
NASDAQ Equity,1st Source Corporation (SRCE),SRCE
NASDAQ Equity,"21Vianet Group, Inc. (VNET)",VNET
NASDAQ Equity,"2U, Inc. (TWOU)",TWOU
NASDAQ Equity,"360 Finance, Inc. (QFIN)",QFIN
NASDAQ Equity,"51job, Inc. (JOBS)",JOBS
NASDAQ Equity,8i Enterprises Acquisition Corp (JFK),JFK
NASDAQ Equity,8i Enterprises Acquisition Corp (JFKKR),JFKKR
NASDAQ Equity,8i Enterprises Acquisition Corp (JFKKU),JFKKU
NASDAQ Equity,8i Enterprises Acquisition Corp (JFKKW),JFKKW
NASDAQ Equity,8x8 Inc (EGHT),EGHT
NASDAQ Equity,"AAON, Inc. (AAON)",AAON
NASDAQ Equity,Abeona Therapeutics Inc. (ABEO),ABEO
NASDAQ Equity,Abeona Therapeutics Inc. (ABEOW),ABEOW
NASDAQ Equity,Ability Inc. (ABIL),ABIL
NASDAQ Equity,"ABIOMED, Inc. (ABMD)",ABMD
NASDAQ Equity,Abraxas Petroleum Corporation (AXAS),AXAS
NASDAQ Equity,AC Immune SA (ACIU),ACIU
NASDAQ Equity,"Acacia Communications, Inc. (ACIA)",ACIA
NASDAQ Equity,Acacia Research Corporation (ACTG),ACTG
NASDAQ Equity,"Acadia Healthcare Company, Inc. (ACHC)",ACHC
NASDAQ Equity,ACADIA Pharmaceuticals Inc. (ACAD),ACAD
NASDAQ Equity,Acamar Partners Acquisition Corp. (ACAM),ACAM
NASDAQ Equity,Acamar Partners Acquisition Corp. (ACAMU),ACAMU
NASDAQ Equity,Acamar Partners Acquisition Corp. (ACAMW),ACAMW
NASDAQ Equity,"Acasti Pharma, Inc. (ACST)",ACST
NASDAQ Equity,"Accelerate Diagnostics, Inc. (AXDX)",AXDX
NASDAQ Equity,Acceleron Pharma Inc. (XLRN),XLRN
NASDAQ Equity,Accuray Incorporated (ARAY),ARAY
NASDAQ Equity,"AcelRx Pharmaceuticals, Inc. (ACRX)",ACRX
NASDAQ Equity,Acer Therapeutics Inc. (ACER),ACER
NASDAQ Equity,"Achieve Life Sciences, Inc.  (ACHV)",ACHV
NASDAQ Equity,"Achillion Pharmaceuticals, Inc. (ACHN)",ACHN
NASDAQ Equity,"ACI Worldwide, Inc. (ACIW)",ACIW
NASDAQ Equity,"Aclaris Therapeutics, Inc. (ACRS)",ACRS
NASDAQ Equity,"ACM Research, Inc. (ACMR)",ACMR
